id	name	family	is_client_req	tier	evidence
0x76B9	Pets_UpdatePetsDataVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x76ED	Equipment_EmbedItemVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x7702	ItemMallGashaponDesVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x7709	ItemMallReceiveGiftVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x7711	Community_AddFriendVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x776C	ChangeEquipLevelVitalReq	(unprefixed)	1	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x779C	ChangeEquipLevelVitalRes	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x79D5	CAchievementsUpdateVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x79E4	Community_UpdateLetterInABottleDataToDBVital	Community_	0	UNTOUCHED	-
0x79FF	CAchievementsRewardVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x7A94	NavigationEx_UseAddingMoraleItemResultVital	NavigationEx_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x7F17	GCGS_GuildStorageCmdVital	GCGS_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x7F5B	GSSS_GuildStorageCmdVital	GSSS_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x7FB6	ActorActivity_UpdateDailyActivityStateVital	ActorActivity_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x80A0	BuildingCrystal_ExtractCrystalFromSlotVital	BuildingCrystal_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8183	Community_DeleteMailVital	Community_	0	SOURCE	src/pirateforce_foundation/runtime.py:399
0x8189	Channel_GuildMessageVital	Channel_	0	SOURCE	src/pirateforce_foundation/channel_message_hypothesis.py:171
0x8230	ItemMallPersonalGiftVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x82C9	Activity_SendRankingVital	Activity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x82E6	Channel_PartyMessageVital	Channel_	0	SOURCE	src/pirateforce_foundation/channel_message_hypothesis.py:170
0x83B1	ActorActivity_ResetDailyActivityResultVital	ActorActivity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x83B5	Pets_RestorePetAmityVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x845C	Pets_MergePetsResultVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x858C	Activity_NewActivityVital	Activity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x862D	ItemTransformRequsetVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8A7F	CollectionBookDataVitalRes	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8B12	Pets_NotifySailorDeadVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x8B66	GCSS_GuildStorageOpenVital	GCSS_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8B93	GSCN_AskForSystemGiftVital	GSCN_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8BA8	Equipment_EnhanceItemVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8BBF	ItemMallTokenExchangeVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8BEB	GSSS_GuildUpdateEventVital	GSSS_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8C77	GM_RunGMCommandResultVital	GM_	0	SOURCE	src/pirateforce_foundation/gm/gmui_catalog.py:510
0x8D16	Equipment_CastingItemVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8D17	Activity_ActorCommandVital	Activity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x8D30	GM_ForbidToTalkResultVital	GM_	0	SOURCE	src/pirateforce_foundation/gm/gmui_catalog.py:525
0x8D5E	SwitchServerReplyVital_New	SwitchServerReplyVital_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8DE6	Equipment_ExtractItemVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8E17	KnowledgeGuru_NewQuizVital	KnowledgeGuru_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8E24	Community_RequestorConfirmSoulMateMatchVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x8E98	BuildingCrystal_ExtractCrystalSucceededVital	BuildingCrystal_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x8FB9	GetCollectionTreasureVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x9005	CHitParadeAvatarReqVital_JP	CHitParadeAvatarReqVital_	1	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x902B	CHitParadeAvatarResVital_JP	CHitParadeAvatarResVital_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x9090	ItemTransformResponseVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x957A	Community_AddBlackListVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x972E	Winemaking_LearnFomulaVital	Winemaking_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x974C	ItemMallCouponExchangeVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x98A1	Community_RemoveFriendVital	Community_	0	SOURCE	src/pirateforce_foundation/runtime.py:396
0x9B50	Pets_UpdatePetPropertyVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0x9D87	GSSS_GSInitialGuildDataVital	GSSS_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0x9EE4	Community_GSRequestChangeFriendshipValueVital	Community_	0	UNTOUCHED	-
0x9F2C	Channel_GMGlobalMessageVital	Channel_	0	SOURCE	src/pirateforce_foundation/channel_message_hypothesis.py:173
0xA1B3	DBSS_GuildStorageUpdateVital	DBSS_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xA1E1	Express_GSAddNewExpressVital	Express_	0	NAME-ONLY	docs/UI_LANE.md
0xA226	ItemMallNotifyToeknModeVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xA31A	GSCN_RetieiveSystemGiftVital	GSCN_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xA3CD	BuildingCrystal_AddNutrientToCrystalSlotVital	BuildingCrystal_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xA3D2	Equipment_DecomposeItemVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xA466	Pets_ChangePetEquipmentVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xAA3F	ActorActivity_ClientReportActivityResultVital	ActorActivity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xABA4	CollectionObj_CollectObjVital	CollectionObj_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xAC52	Channel_LocalTalkMessageVital	Channel_	0	SOURCE	src/pirateforce_foundation/channel_message_hypothesis.py:169
0xAC9D	Channel_JoinClassChannelVital	Channel_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xAD1B	Community_ReceiveNewMailVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xAD7A	DBSS_GuildStorageInitialVital	DBSS_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xAE66	SSConectionStatusChangedVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xAE8C	Channel_LocalPerformanceVital	Channel_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xAF5F	Community_SendSystemMailVital	Community_	0	UNTOUCHED	-
0xAF60	Community_GetMailContentVital	Community_	0	SOURCE	src/pirateforce_foundation/runtime.py:398
0xAFF7	Gathering_StartGatheringVital	Gathering_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xB014	CAchievementsSelectTitleVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xB96F	Pets_ClaimPetsMegringItemVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xB9E9	Community_RequestBeFriendVital	Community_	0	SOURCE	src/pirateforce_foundation/runtime.py:395
0xB9F0	ItemMallQueryPersonalDataVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xBA58	Channel_JoinCustomChannelVital	Channel_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xBA6D	Community_RemoveBlackListVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xBAE7	GCGSSS_GuildStorageResultVital	GCGSSS_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xBB41	CAchievementsBoardcastReqVital	(unprefixed)	1	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xBB73	CAchievementsBoardcastResVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xBD0D	Express_ClientSendExpressVital	Express_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xBD8E	Gathering_GatheringResultVital	Gathering_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xBECD	Express_ResetExpressCountVital	Express_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xC3D6	KnowledgeGuru_ActorUseCardVital	KnowledgeGuru_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xC45C	Pets_UpdatePetsMegringDataVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xC50E	ItemMallUpdatePersonalDataVital	(unprefixed)	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xC546	KnowledgeGuru_UseHalfProbabilityCardResultVital	KnowledgeGuru_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xC574	Pets_UpdateLearnedPetSkillVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xC641	Equipment_CastingThrowDiceVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xC663	Channel_LeaveCustomChannelVital	Channel_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xC723	NavigationEx_EnterInstanceVital	NavigationEx_	0	SOURCE	src/pirateforce_foundation/runtime.py:356
0xC84A	UpdateConditionalStoreItemVital	(unprefixed)	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xC8A7	GSCN_DrawComplimentaryItemVital	GSCN_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xC8D5	Community_OpenPenpalLetterVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xC8EB	Winemaking_StartWinemakingVital	Winemaking_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xCA78	Activity_ActorJoinActivityVital	Activity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xD1F8	Channel_ClassChannelMessageVital	Channel_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xD213	CollectionBookAppraisePieceVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xD2CC	GSSS_GuildUpdateQuestMemberVital	GSSS_	0	NAME-ONLY	pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xD339	BuildingCrystal_DoAbsorbingVital	BuildingCrystal_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xD4D1	Winemaking_FinishWinemakingVital	Winemaking_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xD530	Equipment_EnhanceItemResultVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xD5A8	Express_ClientcClaimExpressVital	Express_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xD607	CollectionBookAppraisalStopVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xD6CA	Activity_ActorLeaveActivityVital	Activity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xD6CC	Community_ReplyPenpalLetterVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xD6F1	Express_GSSendSystemExpressVital	Express_	0	NAME-ONLY	docs/UI_LANE.md
0xD72C	Community_ThrowPenpalLetterVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xD82D	Express_ClientRemoveExpressVital	Express_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xDC99	Equipment_AddEnhanceMaxLevelVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xDCCD	Community_ChangeActorPenNameVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xE064	Channel_CustomChannelMessageVital	Channel_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xE0AC	SetItemOnParticularHotKeyPosVital	(unprefixed)	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xE13D	Community_UpdateActorVowLockVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xE16E	Winemaking_UpdateWindPotSlotVital	Winemaking_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xE1AB	Community_ChangeActorCommentVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xE21C	Equipment_RetriveCastingItemVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xE28A	Pets_UpdateSummonPetsTimeOutVital	Pets_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xE343	Equipment_EnhancemenTransferVital	Equipment_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv
0xE40B	TreasureHunt_StartExcavatingVital	TreasureHunt_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xE5C9	Activity_UpdateActivityPointVital	Activity_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xEBF8	Community_OpenLetterInABottleVital	Community_	0	NAME-ONLY	docs/PF_VITAL_NAMES.json+pf_bridge/external/PF_PROTOCOL_REGISTRY.tsv+pf_bridge/external/PF_SERIALIZER_FIELDS.tsv+docs/UI_LANE.md
0xEDFA	Channel_ActorBoardcastMessageVital	Channel_	0	SOURCE	src/pirateforce_foundation/channel_message_hypothesis.py:172
